Date,,0,Region
Nov 2011,Single_family,243900,Newfoundland
Nov 2011,One_storey,220800,Newfoundland
Nov 2011,Two_storey,277800,Newfoundland
Nov 2011,Townhouse,254400,Newfoundland
Nov 2011,Apartment,217000,Newfoundland
Dec 2011,Composite,244200,Newfoundland
Dec 2011,Single_family,244400,Newfoundland
Dec 2011,One_storey,223400,Newfoundland
Dec 2011,Two_storey,275400,Newfoundland
Dec 2011,Townhouse,258600,Newfoundland
Dec 2011,Apartment,221700,Newfoundland
Jan 2012,Composite,244400,Newfoundland
Jan 2012,Single_family,244600,Newfoundland
Jan 2012,One_storey,225000,Newfoundland
Jan 2012,Two_storey,273700,Newfoundland
Jan 2012,Townhouse,256800,Newfoundland
Jan 2012,Apartment,226300,Newfoundland
Feb 2012,Composite,245900,Newfoundland
Feb 2012,Single_family,246400,Newfoundland
Feb 2012,One_storey,227100,Newfoundland
Feb 2012,Two_storey,274800,Newfoundland
Feb 2012,Townhouse,259700,Newfoundland
Feb 2012,Apartment,222500,Newfoundland
Mar 2012,Composite,249400,Newfoundland
Mar 2012,Single_family,249900,Newfoundland
Mar 2012,One_storey,228200,Newfoundland
Mar 2012,Two_storey,281800,Newfoundland
Mar 2012,Townhouse,247700,Newfoundland
Mar 2012,Apartment,226800,Newfoundland
Apr 2012,Composite,248500,Newfoundland
Apr 2012,Single_family,249100,Newfoundland
Apr 2012,One_storey,228700,Newfoundland
Apr 2012,Two_storey,279200,Newfoundland
Apr 2012,Townhouse,257800,Newfoundland
Apr 2012,Apartment,223600,Newfoundland
May 2012,Composite,248500,Newfoundland
May 2012,Single_family,249100,Newfoundland
May 2012,One_storey,229600,Newfoundland
May 2012,Two_storey,277800,Newfoundland
May 2012,Townhouse,260800,Newfoundland
May 2012,Apartment,218000,Newfoundland
Jun 2012,Composite,247700,Newfoundland
Jun 2012,Single_family,248100,Newfoundland
Jun 2012,One_storey,228700,Newfoundland
Jun 2012,Two_storey,277600,Newfoundland
Jun 2012,Townhouse,264400,Newfoundland
Jun 2012,Apartment,220200,Newfoundland
Jul 2012,Composite,250600,Newfoundland
Jul 2012,Single_family,251400,Newfoundland
Jul 2012,One_storey,231100,Newfoundland
Jul 2012,Two_storey,281600,Newfoundland
Jul 2012,Townhouse,245500,Newfoundland
Jul 2012,Apartment,219700,Newfoundland
Aug 2012,Composite,253500,Newfoundland
Aug 2012,Single_family,254200,Newfoundland
Aug 2012,One_storey,231400,Newfoundland
Aug 2012,Two_storey,287700,Newfoundland
Aug 2012,Townhouse,253700,Newfoundland
Aug 2012,Apartment,221200,Newfoundland
Sep 2012,Composite,254100,Newfoundland
Sep 2012,Single_family,254900,Newfoundland
Sep 2012,One_storey,232600,Newfoundland
Sep 2012,Two_storey,287300,Newfoundland
Sep 2012,Townhouse,262400,Newfoundland
Sep 2012,Apartment,218000,Newfoundland
Oct 2012,Composite,255800,Newfoundland
Oct 2012,Single_family,256600,Newfoundland
Oct 2012,One_storey,235000,Newfoundland
Oct 2012,Two_storey,288400,Newfoundland
Oct 2012,Townhouse,266200,Newfoundland
Oct 2012,Apartment,215300,Newfoundland
Nov 2012,Composite,257400,Newfoundland
Nov 2012,Single_family,258400,Newfoundland
Nov 2012,One_storey,238100,Newfoundland
Nov 2012,Two_storey,287400,Newfoundland
Nov 2012,Townhouse,258900,Newfoundland
Nov 2012,Apartment,228900,Newfoundland
Dec 2012,Composite,258400,Newfoundland
